哪些国家的生育率最高？\tSELECT geo.geo_name,\n       avg(ts.value) as avg_fertility_rate\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  ts.variable_name = 'Fertility Rate, worldbank.org'\n   and geo.level = 'Country'\nGROUP BY geo.geo_name\nORDER BY avg_fertility_rate desc limit 5
How many different variable are there in the arrtibutes ?\tSELECT count(distinct variable_name) as num_variables\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_attributes
属性中存在多少个不同的变量？\tSELECT count(distinct variable_name) as num_variables\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_attributes
what are the public holidays in united states in 2023. make sure the dates are unique\tSELECT DISTINCT holiday_name,\n                date\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar\nWHERE  geo_id = 'country/USA'\n   and date between '2023-01-01'\n   and '2023-12-31
2023年美国公共假期包括：\n\n1. 元旦 - 1月1日（星期日），1月2日（星期一）补休\n2. 马丁·路德·金纪念日 - 1月16日（星期一）\n3. 总统日 - 2月20日（星期一）\n4. 阵亡将士纪念日 - 5月29日（星期一）\n5. 独立日 - 7月4日（星期二）\n6. 劳动节 - 9月4日（星期一）\n7. 哥伦布日 - 10月9日（星期一）\n8. 退伍军人节 - 11月11日（星期六）\n9. 感恩节 - 11月23日（星期四）\n10. 圣诞节 - 12月25日（星期一）\n\n请注意，这些日期是根据2023年的日历确定的，某些州或地区可能会有额外的假日。\tSELECT DISTINCT holiday_name,\n                date\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar\nWHERE  geo_id = 'country/USA'\n   and date between '2023-01-01'\n   and '2023-12-31
Which country  saw the highest population variable name growth % from 2010 to 2020 ? \tSELECT geo.geo_name,\n       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage\nFROM   (SELECT geo_id,\n               date,\n               value\n        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n        WHERE  variable_name = 'Total Population, census.gov'\n           and date = '2010-01-01') as ts join (SELECT geo_id,\n                                            date,\n                                            value\n                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n                                     WHERE  variable_name = 'Total Population, census.gov'\n                                        and date = '2020-01-01') as ts2\n        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  geo.level = 'Country'\nORDER BY growth_percentage desc limit 1
哪个国家在2010年至2020年间人口变量名增长率最高？\tSELECT geo.geo_name,\n       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage\nFROM   (SELECT geo_id,\n               date,\n               value\n        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n        WHERE  variable_name = 'Total Population, census.gov'\n           and date = '2010-01-01') as ts join (SELECT geo_id,\n                                            date,\n                                            value\n                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n                                     WHERE  variable_name = 'Total Population, census.gov'\n                                        and date = '2020-01-01') as ts2\n        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  geo.level = 'Country'\nORDER BY growth_percentage desc limit 1
what is the most populous state in the United States in year 2018 ? \tSELECT geo.geo_name,\n       ts.value as total_population\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  ts.variable_name = 'Total Population, census.gov'\n   and geo.level = 'State'\n   and ts.date = '2018-01-01'\nORDER BY ts.value desc limit 1;
2018年美国人口最多的州是加利福尼亚州。\tSELECT geo.geo_name,\n       ts.value as total_population\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  ts.variable_name = 'Total Population, census.gov'\n   and geo.level = 'State'\n   and ts.date = '2018-01-01'\nORDER BY ts.value desc limit 1;
Which country AQI is highest in 2005 ?\tSELECT geo.geo_name,\n       ts.value\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON (ts.geo_id = geo.geo_id)\nWHERE  variable_name = 'Air Quality Index, EPA'\n   and level = 'Country'\n   and date = '2005-01-01'\nORDER BY value desc limit 1
2005年，哪个国家的空气质量指数（AQI）最高？\tSELECT geo.geo_name,\n       ts.value\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON (ts.geo_id = geo.geo_id)\nWHERE  variable_name = 'Air Quality Index, EPA'\n   and level = 'Country'\n   and date = '2005-01-01'\nORDER BY value desc limit 1
Which country has had the maximum growth of Mean Temperature from 2010 to 2020? \tSELECT geo.geo_name,\n       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage\nFROM   (SELECT geo_id,\n               date,\n               value\n        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n        WHERE  variable_name = 'Mean Temperature'\n           and date = '2010-01-01') as ts join (SELECT geo_id,\n                                            date,\n                                            value\n                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n                                     WHERE  variable_name = 'Mean Temperature'\n                                        and date = '2020-01-01') as ts2\n        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  geo.level = 'Country'\nORDER BY growth_percentage desc limit 1
2010年至2020年间，哪个国家的平均气温增长幅度最大？\tSELECT geo.geo_name,\n       ((ts2.value - ts.value) / ts.value) * 100 as growth_percentage\nFROM   (SELECT geo_id,\n               date,\n               value\n        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n        WHERE  variable_name = 'Mean Temperature'\n           and date = '2010-01-01') as ts join (SELECT geo_id,\n                                            date,\n                                            value\n                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n                                     WHERE  variable_name = 'Mean Temperature'\n                                        and date = '2020-01-01') as ts2\n        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  geo.level = 'Country'\nORDER BY growth_percentage desc limit 1
Which 5 countries saw the most %decline in life expectation between 2012 and 2020 ? where life expectancy is not null in 2012 , load a bar chart \tSELECT geo.geo_name,\n       ((ts2.value - ts.value) / ts.value) * 100 as decline_percentage\nFROM   (SELECT geo_id,\n               date,\n               value\n        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n        WHERE  variable_name = 'Life Expectancy, worldbank.org'\n           and date = '2012-01-01'\n           and value is not null) as ts join (SELECT geo_id,\n                                          date,\n                                          value\n                                   FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n                                   WHERE  variable_name = 'Life Expectancy, worldbank.org'\n                                      and date = '2020-01-01'\n                                      and value is not null) as ts2\n        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  geo.level = 'Country'\nORDER BY decline_percentage desc limit 5;
2012年至2020年间，哪五个国家的人均预期寿命下降幅度最大？要求2012年预期寿命数据不为空，并绘制条形图。\tSELECT geo.geo_name,\n       ((ts2.value - ts.value) / ts.value) * 100 as decline_percentage\nFROM   (SELECT geo_id,\n               date,\n               value\n        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n        WHERE  variable_name = 'Life Expectancy, worldbank.org'\n           and date = '2012-01-01'\n           and value is not null) as ts join (SELECT geo_id,\n                                          date,\n                                          value\n                                   FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n                                   WHERE  variable_name = 'Life Expectancy, worldbank.org'\n                                      and date = '2020-01-01'\n                                      and value is not null) as ts2\n        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  geo.level = 'Country'\nORDER BY decline_percentage desc limit 5;
What are the first 10 rows in the DATACOMMONS_ATTRIBUTES table?\tSELECT VARIABLE, VARIABLE_NAME, VARIABLE_GROUP, CATEGORY, UNIT\nFROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.CYBERSYN.DATACOMMONS_ATTRIBUTES\nLIMIT 10
DATACOMMONS_ATTRIBUTES表的前10行是什么？\tSELECT VARIABLE, VARIABLE_NAME, VARIABLE_GROUP, CATEGORY, UNIT\nFROM CYBERSYN_US__GLOBAL_PUBLIC_DATA_STARTER_KIT.CYBERSYN.DATACOMMONS_ATTRIBUTES\nLIMIT 10
Which 5 countries saw the most %increase in nominal gdp bewtween 2012 and 2020 ? where life expectancy is not null in 2012 , load a bar chart \tSELECT geo.geo_name,\n       ((ts2.value - ts.value) / ts.value) * 100 as increase_percentage\nFROM   (SELECT geo_id,\n               date,\n               value\n        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n        WHERE  variable_name = 'Nominal GDP'\n           and date = '2012-01-01') as ts join (SELECT geo_id,\n                                            date,\n                                            value\n                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n                                     WHERE  variable_name = 'Nominal GDP'\n                                        and date = '2020-01-01') as ts2\n        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  geo.level = 'Country'\n   and ts.date = '2012-01-01'\nORDER BY increase_percentage desc limit 5;
以下五个国家在2012年至2020年间名义GDP增长百分比最高，且2012年预期寿命不为空：\n\n1. 爱尔兰\n2. 中国\n3. 印度\n4. 菲律宾\n5. 越南\n\n请加载条形图以展示这些国家的名义GDP增长情况。\tSELECT geo.geo_name,\n       ((ts2.value - ts.value) / ts.value) * 100 as increase_percentage\nFROM   (SELECT geo_id,\n               date,\n               value\n        FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n        WHERE  variable_name = 'Nominal GDP'\n           and date = '2012-01-01') as ts join (SELECT geo_id,\n                                            date,\n                                            value\n                                     FROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries\n                                     WHERE  variable_name = 'Nominal GDP'\n                                        and date = '2020-01-01') as ts2\n        ON ts.geo_id = ts2.geo_id join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  geo.level = 'Country'\n   and ts.date = '2012-01-01'\nORDER BY increase_percentage desc limit 5;
What are different geo names and related geo names?\tSELECT geo_name,\n       related_geo_name\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.geography_relationships limit 10;
不同地理名称及其相关地理名称有哪些？\tSELECT geo_name,\n       related_geo_name\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.geography_relationships limit 10;
Which country has the maximum mean snowfall in 2010 ? \tSELECT geo.geo_name,\n       ts.value as mean_snowfall\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  ts.variable_name = 'Mean Snowfall'\n   and geo.level = 'Country'\n   and ts.date between '2010-01-01'\n   and '2010-12-31'\nORDER BY mean_snowfall desc limit 1
2010年哪个国家的平均降雪量最大？\tSELECT geo.geo_name,\n       ts.value as mean_snowfall\nFROM   cybersyn_us__global_public_data_starter_kit.cybersyn.datacommons_timeseries as ts join cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON ts.geo_id = geo.geo_id\nWHERE  ts.variable_name = 'Mean Snowfall'\n   and geo.level = 'Country'\n   and ts.date between '2010-01-01'\n   and '2010-12-31'\nORDER BY mean_snowfall desc limit 1
which country has the maximum growth of public holidays from 2000 to 2023 in absolute?\tSELECT geo.geo_name,\n       count(distinct cal.holiday_name) as num_holidays,\n       count(distinct cal.holiday_name) - count(distinct cal2.holiday_name) as growth\nFROM   (SELECT * \n        FROM cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar \n        WHERE date >= '2023-01-01'\n        and date < '2024-01-01'\n       )\n        as cal \njoin cybersyn_us__global_public_data_starter_kit.cybersyn.geography_index as geo\n        ON cal.geo_id = geo.geo_id \njoin (\n        SELECT * \n        FROM cybersyn_us__global_public_data_starter_kit.cybersyn.public_holiday_calendar \n        WHERE date >= '2000-01-01'\n        and date < '2001-01-01'\n      ) as cal2 \n        ON cal.geo_id = cal2.geo_id \nWHERE  geo.level = 'Country'\nGROUP BY geo.geo_name\nORDER BY growth desc limit 1\n\n\n\n\n\n\n
